Ticker,Entry_Date,Exit_Date,S_entry,K1_Long,K2_Short,Breakeven,S_expiry,HV,RSI,Debit/unit,Debit_pct,Units,PnL/unit,PnL_Total,Return_%,Win,M1_Breakout,M2_Regime,F1_RSI,F2_Volume,F3_Trend,FlexScore,Capital
AEROFLEX.NS,2024-12-02,2025-01-16,223.38,225,230,227.19,222.81,0.4786,80.5,2.19,0.982,593055562688814104660420091015830882289211184120168412216306347914309926912,-2.19,-1.3014425782052025e+75,-100.0,False,1,1,0,1,1,2,6.377068633205491e+76
ADFFOODS.NS,2024-12-02,2025-01-16,336.37,335,345,339.6,269.32,0.4142,77.7,4.6,1.368,430465954622046187846659200082773998831948337134367462151568058348872925184,-4.6,-1.980147315937957e+75,-100.0,False,1,1,1,0,1,2,9.702721848095989e+76
360ONE.NS,2024-12-02,2025-01-16,1125.33,1125,1160,1140.71,1178.77,0.305,71.8,15.71,1.396,33114724340884604088524647328586257179263368303680999690907425446689767424,19.29,6.387416683058629e+74,122.77,True,1,1,1,0,1,2,2.665242584956077e+76
AGI.NS,2024-12-02,2025-01-16,1044.51,1045,1075,1058.34,999.99,0.5423,60.8,13.34,1.277,89626023029033652013039202786982661125654059235508613688208079357990666240,-13.34,-1.1955694626306739e+75,-100.0,False,1,1,1,1,1,3,5.858290366890302e+76
63MOONS.NS,2024-12-02,2025-01-16,685.36,685,705,693.98,819.29,0.482,78.6,8.98,1.31,40423036453191002849397692023644276247191702316694605639243601541557387264,11.02,4.455704030056942e+74,122.78,True,1,1,1,1,1,3,1.8590086705911987e+76
AFFLE.NS,2024-12-02,2025-01-16,1736.2,1735,1790,1759.67,1602.4,0.4077,64.9,24.67,1.421,53264926946046027058271363787031636055033251385192948335343202603769004032,-24.67,-1.3141842750189515e+75,-100.0,False,1,1,1,1,1,3,6.439502947592861e+76
ABINFRA.NS,2024-12-02,2025-01-16,9.02,10,15,10.1,8.06,0.3026,65.9,0.1,1.135,1587590309097789078266818078959488263171550792255676406023052456061906714624,-0.1,-1.6265973724425324e+74,-100.0,False,1,1,1,1,1,3,7.970327124968408e+75
ANIKINDS.NS,2024-12-02,2025-01-16,108.77,110,115,111.94,103.46,0.3305,56.0,1.94,1.782,9583874282469707994473873071579084401837073854770819192331290551205597544448,-1.94,-1.8579244017603272e+76,-100.0,False,1,1,1,1,1,3,9.103829568625604e+77
ACUTAAS.NS,2024-12-02,2025-01-16,1128.6,1130,1160,1143.49,1025.03,0.4215,64.7,13.49,1.196,278922096432191132513940262739902976131567184285245071285158044009855188992,-13.49,-3.763932703333511e+75,-100.0,False,1,1,1,1,1,3,1.84432702463342e+77
AFFLE.NS,2024-12-03,2025-01-17,1773.45,1775,1825,1797.45,1578.7,0.4064,68.5,22.45,1.266,57360095191788017798336773411789118177470444027795366315992093715297468416,-22.45,-1.2879005895185725e+75,-100.0,False,1,1,1,1,1,3,6.310712888641004e+76
63MOONS.NS,2024-12-03,2025-01-17,702.34,700,725,711.21,818.69,0.468,77.4,11.21,1.597,33156417219922100929619080497223475344566358226013912149356210976708362240,13.79,4.571086963798128e+74,122.94,True,1,1,1,1,1,3,1.90471954022918e+76
ADFFOODS.NS,2024-12-03,2025-01-17,337.66,340,350,344.31,269.02,0.4075,77.7,4.31,1.276,450372364012376907282960204191189254550330765023594549582819481535433932800,-4.31,-1.940544369619198e+75,-100.0,False,1,1,1,0,1,2,9.50866741113407e+76
ASALCBR.NS,2024-12-03,2025-01-17,1029.26,1030,1060,1043.47,1150.19,0.3554,73.4,13.47,1.308,10014387391384922892224613955868783459681038105177689396361939048117447950336,16.53,1.655646623799908e+77,122.76,True,1,1,1,1,1,3,6.908912630457836e+78
360ONE.NS,2024-12-03,2025-01-17,1137.23,1135,1170,1150.94,1163.77,0.3007,72.7,15.94,1.402,33435366421299869109814257512005409676350271759128087598039546470730825728,12.83,4.2896925729663413e+74,80.47,True,1,1,1,1,1,3,2.7081395106857405e+76
ARTEMISMED.NS,2024-12-03,2025-01-17,332.45,330,340,334.63,318.2,0.4933,75.6,4.63,1.392,20403585469740665329998948574972123821396705320464235657956458407465557426176,-4.63,-9.441226175229127e+76,-100.0,False,1,1,1,0,1,2,4.626200825862272e+78
ACUTAAS.NS,2024-12-03,2025-01-17,1128.98,1130,1165,1145.57,1001.16,0.4206,72.9,15.57,1.38,236840593640236293987107523196441100242225635270526095492940265890278014976,-15.57,-3.68865404926684e+75,-100.0,False,1,1,1,0,1,2,1.8074404841407518e+77
AGI.NS,2024-12-03,2025-01-17,1055.28,1055,1085,1068.4,983.22,0.5408,68.5,13.4,1.269,87468504065878731003213586013358755370139867036628227960841013092084088832,-13.4,-1.1716580733780605e+75,-100.0,False,1,1,1,1,1,3,5.741124559552496e+76
ANIKINDS.NS,2024-12-03,2025-01-17,110.94,110,115,112.27,102.36,0.2999,65.6,2.27,2.044,8029556008383794689394188087161147965305192211309505972652430756490833297408,-2.27,-1.8207659137251208e+76,-100.0,False,1,1,1,0,1,2,8.921752977253091e+77
63MOONS.NS,2024-12-04,2025-01-20,729.16,730,750,738.96,856.84,0.4583,78.3,8.96,1.228,42532409594189073439921984731779036771604207595759430579963264575662456832,11.04,4.697042838379454e+74,123.3,True,1,1,1,0,1,2,1.9516899686129744e+76
ANIKINDS.NS,2024-12-04,2025-01-20,113.15,115,120,116.78,106.39,0.2635,75.1,1.78,1.57,10044197144167438772042101629002665313201517484420963820712444489210970243072,-1.78,-1.784350595450618e+76,-100.0,False,1,1,1,1,1,3,8.743317917708029e+77
AFFLE.NS,2024-12-04,2025-01-20,1778.5,1780,1830,1802.47,1579.25,0.4006,73.3,22.47,1.263,56172318007699951577928612678215297878653853734587792258829112984960237568,-22.47,-1.2621425777282009e+75,-100.0,False,1,1,1,1,1,3,6.184498630868184e+76
ABINFRA.NS,2024-12-04,2025-01-20,9.14,10,15,10.12,8.24,0.2939,61.4,0.12,1.316,1324592250785302204857329749978761907423838357439262535088037520552293826560,-0.12,-1.5940654249936815e+74,-100.0,False,1,1,1,0,1,2,7.81092058246904e+75
ARTEMISMED.NS,2024-12-04,2025-01-20,337.58,340,350,344.31,310.92,0.4918,76.2,4.31,1.276,21476223887312894330641902208511093815713685441751378359767078556101670600704,-4.31,-9.252401651724545e+76,-100.0,False,1,1,1,0,1,2,4.533676809345026e+78
ANUP.NS,2024-12-04,2025-01-20,3678.51,3680,3790,3727.67,3093.79,0.7498,55.2,47.67,1.296,382723505423282486451725620985574062260544413685485517034455368191470206976,-47.67,-1.8246123983213657e+76,-100.0,False,1,1,1,0,1,2,8.940600751774692e+77
AGI.NS,2024-12-04,2025-01-20,1125.01,1125,1160,1140.5,989.72,0.5526,74.8,15.5,1.378,74089896542139811604478989673264445556556334365773824141680242773540732928,-15.5,-1.1482249119104992e+75,-100.0,False,1,1,1,1,1,3,5.626302068361446e+76
ASALCBR.NS,2024-12-04,2025-01-20,1051.02,1050,1085,1065.67,1186.47,0.346,80.8,15.67,1.491,8816429144459361280726868045605974249886323754159497368551030014788537155584,19.33,1.7039676744692095e+77,123.32,True,1,1,0,1,1,2,7.079309397904757e+78
ANANDRATHI.NS,2024-12-05,2025-01-21,1086.99,1085,1120,1100.83,950.43,0.2773,83.8,15.83,1.456,125262947137590479815246431764763759945727600123535087821058634475116691456,-15.83,-1.9823948009052854e+75,-100.0,False,1,1,0,1,1,2,9.713734524435899e+76
AGI.NS,2024-12-05,2025-01-21,1191.96,1190,1230,1207.7,964.51,0.576,85.3,17.7,1.485,63561428450706334714730520260842278717237767352106898994548573073150312448,-17.7,-1.1252604136722892e+75,-100.0,False,1,1,0,1,1,2,5.513776026994217e+76
ABINFRA.NS,2024-12-06,2025-01-22,9.18,10,15,10.13,8.05,0.2905,66.5,0.13,1.367,1244797599254937980498351617819768345974915085116515514579462883237649448960,-0.13,-1.562184116493808e+74,-100.0,False,1,1,1,0,1,2,7.654702170819658e+75
ASALCBR.NS,2024-12-06,2025-01-22,1110.96,1110,1145,1125.71,1109.86,0.4234,93.2,15.71,1.414,9011878233804074878405207897920389523536467881684420310987967226917582536704,-15.71,-1.4158618795809514e+77,-100.0,False,1,1,0,1,1,2,6.9377232099466616e+78
63MOONS.NS,2024-12-06,2025-01-22,791.73,790,815,801.25,779.49,0.4826,94.8,11.25,1.421,34704677873965079967090185820717158507389596465738912098922555566180007936,-11.25,-3.903379937225949e+74,-100.0,False,1,1,0,1,1,2,1.912656169240715e+76
AFFLE.NS,2024-12-06,2025-01-22,1794.65,1795,1850,1819.65,1529.9,0.3708,79.1,24.65,1.373,50183578593835481941499049229846270892099457861390153758430853692343189504,-24.65,-1.2368997261736369e+75,-100.0,False,1,1,1,0,1,2,6.06080865825082e+76
ASHOKA.NS,2024-12-06,2025-01-22,277.33,275,285,279.65,270.6,0.3831,85.4,4.65,1.677,70773615329211535225778858017510344580628410203470027382387295742519135961088,-4.65,-3.2913955294708827e+77,-100.0,False,1,1,0,1,1,2,1.6127838094407325e+79
ACUTAAS.NS,2024-12-09,2025-01-23,1133.05,1135,1165,1148.47,1010.2,0.41,70.4,13.47,1.189,268379910869169776166524327715577018873167336820147469847692088709688066048,-13.47,-3.614880968281504e+75,-100.0,False,1,1,1,0,1,2,1.7712916744579367e+77
ANANDRATHI.NS,2024-12-09,2025-01-23,1121.44,1120,1155,1135.83,943.73,0.3189,78.0,15.83,1.412,122721782084024316235404524698451960294945529644797358964216663620550918144,-15.83,-1.94274690488718e+75,-100.0,False,1,1,1,1,1,3,9.51945983394718e+76
ASHOKA.NS,2024-12-09,2025-01-23,284.61,285,295,289.38,270.9,0.385,87.8,4.38,1.54,73592215174610048477311974779871863395379714847143102218284653313734148620288,-4.38,-3.225567618881465e+77,-100.0,False,1,1,0,1,1,2,1.5805281332519178e+79
ASKAUTOLTD.NS,2024-12-09,2025-01-23,479.36,480,495,486.66,442.46,0.3555,76.5,6.66,1.389,62411376200536362744567902562956532294566197849046106177351087832940050120704,-6.66,-4.1542160742229394e+77,-100.0,False,1,1,1,1,1,3,2.0355658763692408e+79
AHLEAST.NS,2024-12-09,2025-01-23,184.05,185,190,187.18,144.73,0.5322,80.5,2.18,1.187,369859034292514594739068813113023541168583284219043766966576163182857945088,-2.18,-8.081041663217371e+74,-100.0,False,1,1,0,1,1,2,3.959710414976512e+76
AARON.NS,2024-12-09,2025-01-23,171.38,170,175,172.28,178.54,0.6183,72.7,2.28,1.33,79706753726903769944690527499976458856058352435289805895892295569442340864,2.72,2.16820889133161e+74,119.32,True,1,1,1,0,1,2,9.302464864201054e+75
ARIHANTSUP.NS,2024-12-09,2025-01-23,434.41,435,445,439.52,483.53,0.4659,89.2,4.52,1.041,25406293356656971158299395322343388871646103637038628257564629386629623054336,5.48,1.3915338611826837e+77,121.1,True,1,1,0,1,1,2,5.884630758533336e+78
AMJLAND.NS,2024-12-09,2025-01-23,66.03,65,70,67.12,58.26,0.7589,77.0,2.12,3.206,558638092203763573470646965335771930515090478201975396116490813821346119680,-2.12,-1.1825722044827464e+75,-100.0,False,1,1,1,0,1,2,5.794603801965457e+76
ARENTERP.NS,2024-12-09,2025-01-23,85.21,85,90,87.03,46.32,1.009,92.7,2.03,2.384,50102274626542807649337255889557129372885528654532979437150037708054359703552,-2.03,-1.0177344109918263e+77,-100.0,False,1,1,0,1,1,2,4.986898613859949e+78
AARON.NS,2024-12-10,2025-01-24,183.15,185,190,187.12,176.47,0.6328,70.9,2.12,1.16,87554221839810649791081231240615786996898107373194162804138805099331846144,-2.12,-1.860492972840211e+74,-100.0,False,1,1,1,1,1,3,9.116415566917033e+75
63MOONS.NS,2024-12-10,2025-01-24,872.82,875,900,886.09,761.32,0.4386,95.9,11.09,1.271,34494266429748669954133562851074544359061930165843295314471339812590714880,-11.09,-3.8253123384814303e+74,-100.0,False,1,1,0,1,1,2,1.8744030458559007e+76
ARVIND.NS,2024-12-10,2025-01-24,413.2,415,425,419.45,369.24,0.4331,84.2,4.45,1.076,26608023363127929106857449638360790764993816751944149047520286250946663546880,-4.45,-1.182847117435199e+77,-100.0,False,1,1,0,1,1,2,5.7959508754324754e+78
360ONE.NS,2024-12-10,2025-01-24,1178.23,1180,1215,1195.58,1108.42,0.3161,75.4,15.58,1.322,34761827422330792817783198474215279605296412931721238623707409518449131520,-15.58,-5.416279021371481e+74,-100.0,False,1,1,1,1,1,3,2.6539767204720256e+76
ASHOKA.NS,2024-12-10,2025-01-24,292.58,295,300,297.22,257.6,0.3798,88.2,2.22,0.759,142347489973922633434053149522357393450251204598949035392157149467296739098624,-2.22,-3.1610562665038357e+77,-100.0,False,1,1,0,1,1,2,1.5489175705868796e+79
ASKAUTOLTD.NS,2024-12-10,2025-01-24,491.93,490,505,496.92,436.18,0.3479,79.4,6.92,1.407,58803832115100322230140906274072642506538499733846223470623646924499998212096,-6.92,-4.071131752738482e+77,-100.0,False,1,1,1,1,1,3,1.9948545588418558e+79
ARTEMISMED.NS,2024-12-10,2025-01-24,339.32,340,350,344.43,296.67,0.4722,77.4,4.43,1.306,20466648365236782864359779879455453558415358220321227844665301456025892683776,-4.43,-9.067353618690052e+76,-100.0,False,1,1,1,0,1,2,4.443003273158125e+78
ARIHANTSUP.NS,2024-12-11,2025-01-27,452.4,450,465,456.84,457.33,0.465,99.6,6.84,1.513,17199592284092371791600668927924063381870310341705885772250663404219551186944,0.49,8.375441311062565e+75,7.12,True,1,1,0,1,1,2,5.893006199844398e+78
ARVIND.NS,2024-12-11,2025-01-27,424.87,425,440,431.62,354.45,0.4067,84.9,6.62,1.557,17520637450636062186788528289958797311167793570846629515559929712977043783680,-6.62,-1.159190175086495e+77,-100.0,False,1,1,0,1,1,2,5.680031857923826e+78
63MOONS.NS,2024-12-11,2025-01-27,916.42,915,945,928.46,723.27,0.4385,99.1,13.46,1.469,27853635446945971946197189151858937495558134706556866696587729968341975040,-13.46,-3.7488060917118014e+74,-100.0,False,1,1,0,1,1,2,1.8369149849387827e+76
ASKAUTOLTD.NS,2024-12-11,2025-01-27,493.52,495,510,501.59,421.57,0.3405,79.4,6.59,1.336,60497237118105121751353161209323716804404081780355757077368741500692969029632,-6.59,-3.989709117683712e+77,-100.0,False,1,1,1,1,1,3,1.9549574676650187e+79
360ONE.NS,2024-12-11,2025-01-27,1190.71,1190,1225,1205.86,1058.43,0.3162,74.1,15.86,1.332,33476021948209317514443709326605836070045497859151741724107717764836229120,-15.86,-5.307953440944052e+74,-100.0,False,1,1,1,0,1,2,2.6008971860625852e+76
ASHAPURMIN.NS,2024-12-11,2025-01-27,463.2,465,475,469.41,495.2,0.6197,96.3,4.41,0.953,43366443481524177982112593287907611939506066907588874008625709940794267271168,5.59,2.4230605294657764e+77,126.62,True,1,1,0,1,1,2,9.810225146379784e+78
ARIES.NS,2024-12-12,2025-01-28,365.48,365,375,369.46,252.16,0.607,74.1,4.46,1.221,21761571091936749478070206812107507890402747990778675269660433099895525605376,-4.46,-9.708160847046332e+76,-100.0,False,1,1,1,0,1,2,4.756998815052703e+78
AEROFLEX.NS,2024-12-12,2025-01-28,230.06,230,235,232.3,222.45,0.4099,84.8,2.3,1.001,553759644277607379169429530624591059257057075435604890045399242510862123008,-2.3,-1.2754137266410983e+75,-100.0,False,1,1,0,1,1,2,6.249527260541381e+76
ANUP.NS,2024-12-12,2025-01-28,3717.46,3715,3830,3765.34,2941.98,0.6843,61.5,50.34,1.354,355183332114437306247007689628468191389075683663023435187515877379773825024,-50.34,-1.7881201503549385e+76,-100.0,False,1,1,1,0,1,2,8.761788736739199e+77
ANIKINDS.NS,2024-12-12,2025-01-28,113.32,115,120,116.8,93.74,0.2607,79.7,1.8,1.59,9706727536532621962002617552726173107795877066457993308393578562838247505920,-1.8,-1.7486635835416058e+76,-100.0,False,1,1,1,0,1,2,8.568451559353869e+77
ADFFOODS.NS,2024-12-13,2025-01-29,341.74,340,350,344.67,263.85,0.3512,73.2,4.67,1.367,407193454627270692195085724457834172438733137850460767470962995984110452736,-4.67,-1.901733482226814e+75,-100.0,False,1,1,1,0,1,2,9.318494062911388e+76
ARIES.NS,2024-12-13,2025-01-29,384.72,385,395,389.44,258.19,0.6068,75.1,4.44,1.153,21443928690017085207937070935912608441246361889023631040808640249374460346368,-4.44,-9.513997630105407e+76,-100.0,False,1,1,1,1,1,3,4.661858838751649e+78
3PLAND.NS,2024-12-16,2025-01-30,71.06,70,75,72.03,49.38,1.1548,55.1,2.03,2.851,159660164677975022143964791937449083186356618438831462197505558261203468288,-2.03,-3.234189843330994e+74,-100.0,False,1,1,1,1,1,3,1.584753023232187e+76
360ONE.NS,2024-12-16,2025-01-30,1221.48,1220,1260,1237.98,990.19,0.3216,74.4,17.98,1.472,28934730317817305824101016135730303706598339694580766449898291288214601728,-17.98,-5.201794372125171e+74,-100.0,False,1,1,1,0,1,2,2.5488792423413335e+76
